Date,Time,Transaction,Item
10/30/2016,16:46:46,68,Panatone
10/30/2016,22:12:03,68,Pick and Mix Bowls
10/30/2016,15:52:24,69,Cake
10/30/2016,00:20:23,69,Vegan mincepie
10/30/2016,06:23:14,69,Bare Popcorn
10/30/2016,19:28:31,70,Mighty Protein
10/30/2016,20:39:14,71,The Nomad
10/30/2016,03:18:59,72,Tartine
10/30/2016,05:08:37,72,Lemon and coconut
10/30/2016,20:01:31,73,Alfajores
10/30/2016,02:07:57,74,Scandinavian
10/30/2016,02:51:59,74,Chicken sand
10/30/2016,10:37:53,75,Vegan Feast
10/30/2016,05:58:52,75,Raw bars
10/30/2016,09:08:26,75,Alfajores
10/30/2016,00:22:24,76,Tartine
10/30/2016,16:27:14,77,Mighty Protein
10/30/2016,18:00:36,78,Frittata
10/30/2016,15:10:57,79,Keeping It Local
10/30/2016,17:01:59,79,Crepes
10/30/2016,09:32:11,79,Mineral water
10/30/2016,18:05:21,79,Gift voucher
10/30/2016,20:04:20,80,Ella's Kitchen Pouches
10/30/2016,04:29:27,80,Gingerbread syrup
10/30/2016,03:49:02,80,Hot chocolate
10/31/2016,23:01:07,81,My-5 Fruit Shoot
10/31/2016,11:19:14,81,Nomad bag
10/31/2016,10:02:50,82,Jam
10/31/2016,18:51:51,82,Tacos/Fajita
10/31/2016,10:44:27,82,The BART
10/31/2016,07:58:33,83,Cake
10/31/2016,02:24:34,83,Bare Popcorn
10/31/2016,17:04:35,84,Lemon and coconut
10/31/2016,04:19:40,85,Fudge
10/31/2016,04:22:46,85,Eggs
10/31/2016,04:45:52,85,Baguette
10/31/2016,21:23:54,85,Fudge
10/31/2016,05:54:17,86,Vegan mincepie
10/31/2016,07:23:49,87,Chimichurri Oil
10/31/2016,10:39:18,88,Muesli
10/31/2016,15:50:08,88,Duck egg
10/31/2016,06:43:04,88,Raspberry shortbread sandwich
10/31/2016,05:33:58,89,Tiffin
10/31/2016,11:03:56,90,Bread Pudding
10/31/2016,17:01:20,90,Mighty Protein
10/31/2016,15:02:40,91,The Nomad
10/31/2016,05:36:37,91,Medialuna
10/31/2016,12:04:28,92,Hearty & Seasonal
10/31/2016,15:00:03,93,Tshirt
10/31/2016,00:17:43,93,Gingerbread syrup
10/31/2016,02:23:58,94,Frittata
10/31/2016,19:28:43,94,Lemon and coconut
10/31/2016,06:25:57,95,Brownie
10/31/2016,15:41:44,95,Mighty Protein
10/31/2016,23:15:59,95,Tartine
10/31/2016,14:28:23,96,Empanadas
10/31/2016,09:41:12,96,Eggs
10/31/2016,13:31:26,96,Brownie
10/31/2016,09:20:02,96,Chicken Stew
10/31/2016,15:43:54,97,Lemon and coconut
10/31/2016,16:46:42,97,Duck egg
10/31/2016,18:52:15,97,Crisps
10/31/2016,14:13:05,98,Crisps
10/31/2016,18:13:14,99,Olum & polenta
10/31/2016,07:48:43,99,Cherry me Dried fruit
10/31/2016,02:21:49,99,Smoothies
10/31/2016,06:12:53,99,Duck egg
10/31/2016,14:04:57,100,Argentina Night
10/31/2016,22:31:06,101,Hack the stack
10/31/2016,00:25:59,101,Truffles
10/31/2016,02:03:17,102,Mortimer
10/31/2016,01:34:52,103,Tshirt
10/31/2016,00:08:41,103,Truffles
10/31/2016,20:37:33,104,Juice
10/31/2016,05:31:17,104,Kids biscuit
10/31/2016,23:07:26,104,Pintxos
10/31/2016,22:11:34,104,Basket
10/31/2016,17:30:48,104,Frittata
10/31/2016,06:42:07,105,Chimichurri Oil
10/31/2016,04:53:44,105,Coffee
10/31/2016,20:21:32,105,Raspberry shortbread sandwich
10/31/2016,20:54:44,105,Argentina Night
10/31/2016,03:47:59,106,Truffles
10/31/2016,03:30:22,106,Brownie
10/31/2016,05:06:38,106,Spanish Brunch
10/31/2016,22:02:43,106,Salad
10/31/2016,20:24:49,107,Half slice Monster 
10/31/2016,19:36:57,107,Polenta
10/31/2016,18:05:33,108,Polenta
10/31/2016,18:17:23,108,Keeping It Local
10/31/2016,23:33:49,109,Frittata
10/31/2016,23:29:21,109,Farm House
10/31/2016,05:25:33,109,Eggs
10/31/2016,15:48:08,110,Alfajores
10/31/2016,02:49:04,111,Siblings
10/31/2016,01:53:26,112,Polenta
10/31/2016,17:27:14,113,Mighty Protein
10/31/2016,10:57:49,113,Kids biscuit
10/31/2016,03:47:34,114,Scone
10/31/2016,05:43:16,115,Toast
10/31/2016,10:36:30,116,Honey
10/31/2016,01:50:31,117,Smoothies
10/31/2016,13:25:12,117,Raw bars
10/31/2016,18:13:56,117,Coffee
10/31/2016,17:48:03,117,Postcard
10/31/2016,01:21:37,118,Gingerbread syrup
10/31/2016,22:32:57,118,Fudge
10/31/2016,01:26:35,118,Raspberry shortbread sandwich
10/31/2016,14:57:57,118,Truffles
10/31/2016,13:12:59,119,Pintxos
10/31/2016,20:49:10,119,Jammie Dodgers
10/31/2016,11:48:19,119,Coffee
10/31/2016,14:30:16,120,Granola
10/31/2016,17:31:06,121,NONE
10/31/2016,09:08:52,121,Duck egg
10/31/2016,00:20:29,122,Muffin
10/31/2016,02:24:38,123,The Nomad
10/31/2016,16:03:25,123,Tiffin
10/31/2016,04:29:15,123,Coke
10/31/2016,06:31:00,123,Coffee
10/31/2016,19:50:43,123,Tartine
10/31/2016,22:18:51,124,Coke
10/31/2016,19:28:26,124,Dulce de Leche
10/31/2016,07:15:53,125,Hot chocolate
10/31/2016,00:53:53,126,Caramel bites
10/31/2016,17:15:51,126,Vegan Feast
10/31/2016,14:31:15,127,Chicken sand
10/31/2016,13:46:17,128,Lemon and coconut
10/31/2016,19:33:40,128,Tiffin
10/31/2016,07:27:25,128,Fairy Doors
10/31/2016,11:15:05,128,Pastry
10/31/2016,21:20:50,129,Honey
10/31/2016,18:16:38,129,Olum & polenta
10/31/2016,11:10:25,129,Spread
10/31/2016,10:13:51,130,Scone
10/31/2016,04:16:06,130,Raw bars
10/31/2016,04:46:10,130,Siblings
10/31/2016,17:33:33,131,Honey
10/31/2016,21:28:38,131,Muesli
10/31/2016,10:53:15,132,Jammie Dodgers
10/31/2016,00:38:48,132,Postcard
10/31/2016,07:52:56,132,Duck egg
10/31/2016,19:13:03,132,Bowl Nic Pitt
10/31/2016,07:11:56,133,Smoothies
10/31/2016,11:27:43,133,Bakewell
10/31/2016,20:24:24,134,Chicken sand
10/31/2016,20:07:42,134,Caramel bites
10/31/2016,19:34:24,134,Empanadas
10/31/2016,09:49:33,135,Vegan mincepie
10/31/2016,05:22:06,136,Bread Pudding
10/31/2016,05:40:40,136,Scone
10/31/2016,14:27:12,137,Scone
10/31/2016,11:11:49,138,Cherry me Dried fruit
10/31/2016,01:59:55,138,Ella's Kitchen Pouches
10/31/2016,05:56:32,138,Vegan mincepie
10/31/2016,07:29:21,139,Brownie
10/31/2016,13:53:14,139,Bread
10/31/2016,00:35:41,139,Victorian Sponge
10/31/2016,07:47:53,140,Mineral water
10/31/2016,20:35:03,140,Coke
10/31/2016,17:26:52,140,Fairy Doors
10/31/2016,03:54:10,141,The Nomad
10/31/2016,11:44:11,142,Basket
10/31/2016,10:51:30,142,Victorian Sponge
10/31/2016,14:34:30,143,Spanish Brunch
10/31/2016,18:39:16,144,Bakewell
10/31/2016,02:18:52,144,Brioche and salami
10/31/2016,04:02:49,145,Drinking chocolate spoons 
10/31/2016,18:18:55,145,Caramel bites
10/31/2016,00:12:07,145,Adjustment
10/31/2016,09:39:01,146,Chicken sand
10/31/2016,06:58:08,147,Coffee granules 
10/31/2016,17:29:13,147,Half slice Monster 
10/31/2016,08:12:12,148,Fairy Doors
10/31/2016,22:57:45,148,Chicken sand
10/31/2016,10:06:59,148,The BART
10/31/2016,05:46:15,149,Polenta
10/31/2016,11:21:34,150,Chocolates
10/31/2016,16:36:04,151,Fudge
10/31/2016,17:52:35,151,Caramel bites
10/31/2016,18:40:59,152,Soup
10/31/2016,18:25:18,153,Half slice Monster 
10/31/2016,11:05:05,153,Jammie Dodgers
10/31/2016,03:41:51,153,Salad
10/31/2016,09:17:55,153,Fairy Doors
10/31/2016,17:12:40,154,Kids biscuit
10/31/2016,03:43:55,154,Kids biscuit
10/31/2016,07:30:28,154,Half slice Monster 
10/31/2016,22:09:20,154,Crepes
10/31/2016,22:31:31,155,Fudge
10/31/2016,23:50:28,155,Scandinavian
10/31/2016,10:57:26,155,Soup
10/31/2016,20:16:04,156,Pintxos
10/31/2016,08:59:14,156,Mineral water
10/31/2016,18:12:26,157,Pastry
10/31/2016,01:47:42,157,Farm House
10/31/2016,13:34:15,158,Art Tray
10/31/2016,00:53:08,158,Coffee granules 
10/31/2016,13:52:38,159,Hack the stack
10/31/2016,20:44:57,159,Brownie
10/31/2016,14:33:44,159,Pastry
10/31/2016,08:21:42,160,Spanish Brunch
10/31/2016,09:26:22,160,Smoothies
10/31/2016,06:16:48,161,The Nomad
10/31/2016,06:36:59,162,Coke
10/31/2016,00:36:45,163,Brownie
10/31/2016,01:43:48,163,Cake
10/31/2016,04:18:27,164,Baguette
10/31/2016,00:07:22,164,Siblings
10/31/2016,09:09:25,165,Bakewell
10/31/2016,08:19:33,166,Extra Salami or Feta
10/31/2016,13:00:40,166,Tartine
10/31/2016,07:54:47,167,Valentine's card
10/31/2016,16:22:08,167,Toast
10/31/2016,09:26:56,167,Lemon and coconut
10/31/2016,05:01:58,167,Bakewell
10/31/2016,22:46:46,168,Dulce de Leche
10/31/2016,04:57:57,168,Basket
10/31/2016,09:08:23,169,Spanish Brunch
10/31/2016,22:19:47,170,My-5 Fruit Shoot
10/31/2016,14:07:49,171,Kids biscuit
10/31/2016,07:29:37,171,Mighty Protein
10/31/2016,06:48:13,172,Cookies
10/31/2016,08:27:01,172,Victorian Sponge
10/31/2016,16:22:38,173,Hack the stack
10/31/2016,01:43:11,173,Coffee
10/31/2016,19:27:23,174,Bare Popcorn
10/31/2016,09:44:25,175,Vegan Feast
10/31/2016,17:29:55,176,Alfajores
10/31/2016,09:54:31,176,Alfajores
11/1/2016,23:08:05,178,Mineral water
11/1/2016,15:48:12,178,Tacos/Fajita
11/1/2016,18:49:42,179,Coffee granules 
11/1/2016,23:48:28,179,Sandwich
11/1/2016,21:37:34,180,Frittata
11/1/2016,05:38:23,180,Keeping It Local
11/1/2016,09:16:24,181,Vegan Feast
11/1/2016,06:26:57,181,Argentina Night
11/1/2016,12:18:18,182,Panatone
11/1/2016,01:52:49,182,Chocolates
11/1/2016,22:09:52,182,Siblings
11/1/2016,03:20:51,183,Tacos/Fajita
11/1/2016,05:44:20,184,Cookies
11/1/2016,10:27:10,184,Pick and Mix Bowls
11/1/2016,17:23:30,184,Coke
11/1/2016,03:14:23,185,Jammie Dodgers
11/1/2016,17:54:33,185,Bread Pudding
11/1/2016,05:47:14,186,Victorian Sponge
11/1/2016,03:46:23,186,Scone
11/1/2016,04:50:28,187,Afternoon with the baker
11/1/2016,14:30:01,188,Chocolates
11/1/2016,10:33:15,189,Bread
11/1/2016,16:42:25,189,Duck egg
11/1/2016,14:32:36,190,Tea
11/1/2016,18:17:53,190,Spread
11/1/2016,00:59:55,190,Medialuna
11/1/2016,00:43:26,191,My-5 Fruit Shoot
11/1/2016,20:02:18,191,Victorian Sponge
11/1/2016,20:19:56,192,Coke
11/1/2016,17:42:37,192,Honey
11/1/2016,00:42:09,193,Hearty & Seasonal
11/1/2016,15:35:29,194,Mighty Protein
11/1/2016,17:51:37,194,Bowl Nic Pitt
11/1/2016,16:58:09,195,Hack the stack
11/1/2016,06:58:50,195,Chimichurri Oil
11/1/2016,18:36:20,195,Gingerbread syrup
11/1/2016,08:52:10,196,Chicken Stew
11/1/2016,12:11:52,196,Scone
11/1/2016,03:41:00,196,Spanish Brunch
11/1/2016,05:28:28,197,Sandwich
11/1/2016,19:10:57,197,Ella's Kitchen Pouches
11/1/2016,05:19:42,197,Jam
11/1/2016,10:57:54,198,Jammie Dodgers
11/1/2016,09:00:07,198,NONE
11/1/2016,20:07:18,199,Dulce de Leche
11/1/2016,19:55:39,200,Muffin
11/1/2016,21:15:36,201,Bread Pudding
11/1/2016,22:35:19,201,Salad
11/1/2016,17:26:23,201,Lemon and coconut
11/1/2016,15:29:23,202,Kids biscuit
11/1/2016,18:13:29,202,Toast
11/1/2016,15:08:54,203,Granola
11/1/2016,18:17:20,204,Nomad bag
11/1/2016,15:02:19,204,The BART
11/1/2016,17:28:31,205,Jam
11/1/2016,22:44:18,205,Art Tray
11/1/2016,18:06:22,205,Gingerbread syrup
11/1/2016,07:02:43,206,Cake
11/1/2016,03:09:00,206,Victorian Sponge
11/1/2016,16:21:49,206,Raspberry shortbread sandwich
11/1/2016,03:09:00,207,Focaccia
11/1/2016,16:45:23,207,Salad
11/1/2016,20:41:16,207,Sandwich
11/1/2016,13:21:15,208,Eggs
11/1/2016,19:38:09,209,Muffin
11/1/2016,10:31:41,210,Vegan mincepie
11/1/2016,04:20:13,211,Duck egg
11/1/2016,18:29:28,211,Fudge
11/1/2016,03:44:04,212,Chicken Stew
11/1/2016,04:09:11,212,Muesli
11/1/2016,01:17:33,212,Mighty Protein
11/1/2016,22:26:21,213,Raspberry shortbread sandwich
11/1/2016,02:09:50,214,Honey
11/1/2016,04:18:22,214,NONE
11/1/2016,10:30:06,214,Soup
11/1/2016,21:00:29,215,Crisps
11/1/2016,05:18:40,215,Cookies
11/1/2016,03:01:18,216,Polenta
11/1/2016,15:19:16,216,Salad
11/1/2016,06:23:31,217,Polenta
11/1/2016,15:24:46,217,Bread
11/1/2016,07:19:52,218,Mighty Protein
11/1/2016,02:45:20,219,Honey
11/1/2016,18:27:19,220,Half slice Monster 
11/1/2016,21:18:56,220,Empanadas
11/1/2016,14:58:30,221,Smoothies
11/1/2016,21:30:13,221,Chocolates
11/1/2016,15:03:45,222,Siblings
11/1/2016,10:24:12,223,Toast
11/1/2016,13:15:10,223,Caramel bites
11/1/2016,20:42:09,224,Honey
11/1/2016,15:11:43,225,Duck egg
11/1/2016,19:56:03,225,Bare Popcorn
11/1/2016,15:41:02,225,Argentina Night
11/1/2016,15:07:36,226,Muesli
11/1/2016,15:58:56,227,Bread
11/1/2016,14:52:55,227,Tea
11/1/2016,02:07:54,227,Honey
11/1/2016,14:12:47,228,Smoothies
11/1/2016,14:48:24,229,The Nomad
11/1/2016,05:24:08,229,Brownie
11/1/2016,17:30:54,230,Keeping It Local
11/1/2016,12:47:37,231,Cookies
11/1/2016,20:00:09,232,Crisps
11/1/2016,07:43:53,232,Eggs
11/1/2016,21:48:20,232,Duck egg
11/1/2016,02:35:43,233,Nomad bag
11/1/2016,20:17:00,233,Brioche and salami
11/1/2016,14:06:47,233,Toast
11/1/2016,15:32:05,233,Raw bars
11/1/2016,04:28:24,234,Chicken sand
11/1/2016,03:44:51,234,Muffin
11/1/2016,05:00:13,235,Brioche and salami
11/1/2016,05:05:57,236,Frittata
11/1/2016,01:57:07,237,Mighty Protein
11/1/2016,09:29:53,237,Toast
11/1/2016,07:17:39,238,Farm House
11/1/2016,23:59:05,238,Tacos/Fajita
11/1/2016,19:56:22,238,Fairy Doors
11/1/2016,01:46:07,238,Argentina Night
11/1/2016,10:05:57,239,The BART
11/1/2016,19:54:37,240,Extra Salami or Feta
11/1/2016,21:07:08,241,Hack the stack
11/1/2016,05:03:24,241,Christmas common
11/1/2016,22:00:34,242,Frittata
11/1/2016,21:14:16,242,Vegan Feast
11/1/2016,02:39:07,242,Polenta
11/1/2016,12:09:24,243,Vegan mincepie
11/1/2016,08:49:22,243,Scandinavian
11/1/2016,11:52:57,243,Bread
11/1/2016,00:55:23,243,Half slice Monster 
11/1/2016,22:39:31,244,Hot chocolate
11/1/2016,02:07:50,244,Tiffin
11/1/2016,12:25:46,244,Honey
11/1/2016,15:33:33,245,Half slice Monster 
11/1/2016,15:52:36,245,Raw bars
11/1/2016,23:56:38,246,Tacos/Fajita
11/1/2016,14:55:25,246,Panatone
11/1/2016,23:33:14,247,Hack the stack
11/1/2016,07:57:21,247,Bare Popcorn
11/1/2016,12:05:36,247,Duck egg
11/1/2016,18:24:00,247,Crepes
11/1/2016,18:47:00,247,Duck egg
11/1/2016,17:46:29,248,Vegan mincepie
11/1/2016,00:07:19,248,Keeping It Local
11/1/2016,07:35:00,248,Medialuna
11/1/2016,18:42:07,249,Scone
11/1/2016,11:56:46,250,Bare Popcorn
11/1/2016,07:02:26,251,Fairy Doors
11/1/2016,09:19:06,251,Medialuna
11/1/2016,09:55:37,252,Cookies
11/1/2016,13:50:01,252,The Nomad
11/1/2016,06:10:57,253,Hearty & Seasonal
11/1/2016,20:59:00,254,Tiffin
11/2/2016,21:42:03,255,Adjustment
11/2/2016,11:34:01,255,Chimichurri Oil
11/2/2016,03:41:06,255,Chicken Stew
11/2/2016,09:43:20,256,Art Tray
11/2/2016,00:43:26,256,Dulce de Leche
11/2/2016,17:22:59,257,Crepes
11/2/2016,03:27:44,257,Postcard
11/2/2016,15:34:43,257,Vegan mincepie
11/2/2016,16:08:48,257,Fairy Doors
11/2/2016,13:49:33,258,Gingerbread syrup
11/2/2016,07:57:02,258,Extra Salami or Feta
11/2/2016,15:03:23,259,Eggs
11/2/2016,07:51:29,260,Chocolates
11/2/2016,18:58:29,261,Hot chocolate
11/2/2016,04:16:07,262,Vegan Feast
11/2/2016,22:21:49,262,Chicken Stew
11/2/2016,16:39:01,262,Tiffin
11/2/2016,20:59:26,263,Muffin
11/2/2016,13:57:53,264,Mighty Protein
11/2/2016,08:31:37,264,Panatone
11/2/2016,17:15:26,265,Duck egg
11/2/2016,15:39:21,266,Tiffin
11/2/2016,11:55:36,266,Fairy Doors
11/2/2016,13:10:41,266,Truffles
11/2/2016,12:28:11,267,Bread Pudding
11/2/2016,13:59:10,267,Mighty Protein
11/2/2016,13:54:54,267,Sandwich
11/2/2016,02:32:34,268,Drinking chocolate spoons 
11/2/2016,06:51:37,268,Olum & polenta
11/2/2016,17:38:56,269,Chicken Stew
11/2/2016,20:50:39,270,Olum & polenta
11/2/2016,00:37:14,270,Gift voucher
11/2/2016,10:43:44,271,Pick and Mix Bowls
11/2/2016,02:43:42,271,Gingerbread syrup
11/2/2016,21:17:36,271,Farm House
11/2/2016,22:49:26,271,Fairy Doors
11/2/2016,17:23:21,272,Drinking chocolate spoons 
11/2/2016,19:25:30,274,Coke
11/2/2016,16:13:53,274,Nomad bag
11/2/2016,12:28:36,274,Tartine
11/2/2016,22:33:25,274,Toast
11/2/2016,09:48:24,275,Coffee
11/2/2016,13:54:55,276,NONE
11/2/2016,11:59:08,276,My-5 Fruit Shoot
11/2/2016,10:16:01,276,Valentine's card
11/2/2016,15:52:53,277,Vegan mincepie
11/2/2016,21:18:45,278,Cherry me Dried fruit
11/2/2016,00:38:22,278,Drinking chocolate spoons 
11/2/2016,22:01:19,279,Chocolates
11/2/2016,23:00:51,279,Tiffin
11/2/2016,04:18:01,280,Pintxos
11/2/2016,01:09:49,280,Medialuna
11/2/2016,22:29:56,281,Fudge
11/2/2016,06:05:11,281,Cherry me Dried fruit
11/2/2016,04:21:58,282,Crepes
11/2/2016,22:26:19,282,Fudge
11/2/2016,03:48:48,282,Adjustment
11/2/2016,00:10:55,283,Half slice Monster 
11/2/2016,06:34:37,283,Drinking chocolate spoons 
11/2/2016,03:12:13,284,Lemon and coconut
11/2/2016,02:55:37,284,Afternoon with the baker
11/2/2016,00:27:43,285,Cherry me Dried fruit
11/2/2016,21:44:34,285,Ella's Kitchen Pouches
11/2/2016,22:26:15,285,Valentine's card
11/2/2016,00:08:24,286,Nomad bag
11/2/2016,06:10:48,286,Siblings
11/2/2016,13:11:56,286,Coffee granules 
11/2/2016,05:22:33,287,Raw bars
11/2/2016,19:55:33,287,Hearty & Seasonal
11/2/2016,17:11:10,288,Raspberry shortbread sandwich
11/2/2016,22:15:44,288,Vegan Feast
11/2/2016,06:42:14,289,Chimichurri Oil
11/2/2016,17:46:50,290,The Nomad
11/2/2016,06:06:53,290,Extra Salami or Feta
11/2/2016,21:10:09,291,Gift voucher
11/2/2016,06:29:44,292,Chocolates
11/2/2016,01:07:38,293,Panatone
11/2/2016,15:09:46,294,Tea
11/2/2016,13:19:40,295,Toast
11/2/2016,01:19:01,295,Half slice Monster 
11/2/2016,04:48:13,295,Bread Pudding
11/2/2016,00:15:02,296,Hearty & Seasonal
11/2/2016,07:49:35,296,Half slice Monster 
11/2/2016,19:34:36,297,Olum & polenta
11/2/2016,03:27:06,297,Salad
11/2/2016,15:15:47,297,Scandinavian
11/2/2016,21:54:08,297,Frittata
11/2/2016,00:55:37,298,Baguette
11/2/2016,12:45:45,298,Extra Salami or Feta
11/2/2016,00:28:35,298,Brownie
11/2/2016,04:03:46,298,Panatone
11/2/2016,22:01:08,298,The BART
11/2/2016,20:37:49,299,Chocolates
11/2/2016,12:57:29,300,Bacon
11/2/2016,19:58:51,300,Half slice Monster 
11/2/2016,09:24:35,300,Hot chocolate
11/2/2016,05:27:59,300,Bread
11/2/2016,19:09:41,300,NONE
11/2/2016,03:38:19,301,Bowl Nic Pitt
11/2/2016,20:05:29,301,Alfajores
